(
    (5326.608968391234 -2257.47655438945 0)
    (5335.221513595424 -2214.6227375417757 0)
    (5341.953108085538 -2171.433489007807 0)
    (5346.790890305128 -2127.991327269422 0)
    (5349.725617063865 -2084.3792540309278 0)
    (5350.75168119781 -2040.680595633887 0)
    (5349.8671222826115 -1996.9788438516775 0)
    (5347.073630379135 -1953.3574963679807 0)
    (5342.3765428043935 -1909.8998972439674 0)
    (5335.784833933935 -1866.68907767901 0)
    (5327.311098055167 -1823.8075973691475 0)
    (5316.9715253043905 -1781.337386766424 0)
    (5304.785870733515 -1739.3595905404727 0)
    (5290.777416565546 -1697.9544125414327 0)
    (5274.97292771098 -1657.20096256043 0)
    (5257.402600630079 -1617.1771051803826 0)
    (5238.100005638744 -1577.9593110059432 0)
    (5217.10202276821 -1539.622510556805 0)
    (5194.4487713011185 -1502.2399511035387 0)
    (5170.183533118588 -1465.8830567194852 0)
    (5144.352670004745 -1430.6212918160918 0)
    (5117.005535066722 -1396.5220284224383 0)
    (5088.194378439339 -1363.6504174625136 0)
    (5057.974247454669 -1332.0692642761965 0)
    (5026.4028814671965 -1301.8389086217662 0)
    (4993.54060153553 -1273.017109389224 0)
    (4960.678321603863 -1244.1953101566814 0)
    (4929.106955616391 -1213.9649545022519 0)
    (4898.8868246317215 -1182.3838013159343 0)
    (4870.075668004339 -1149.5121903560093 0)
    (4842.728533066315 -1115.412926962356 0)
    (4816.897669952473 -1080.1511620589624 0)
    (4792.632431769942 -1043.7942676749085 0)
    (4769.97918030285 -1006.4117082216428 0)
    (4748.981197432317 -968.0749077725052 0)
    (4729.678602440981 -928.8571135980653 0)
    (4712.10827536008 -888.8332562180178 0)
    (4696.303786505514 -848.0798062370145 0)
    (4682.295332337545 -806.6746282379754 0)
    (4670.109677766669 -764.6968320120233 0)
    (4659.770105015893 -722.2266214093004 0)
    (4651.296369137125 -679.345141099438 0)
    (4644.704660266666 -636.1343215344801 0)
    (4640.007572691926 -592.6767224104668 0)
    (4637.214080788449 -549.0553749267694 0)
    (4636.32952187325 -505.3536231445613 0)
    (4637.355586007196 -461.6549647475201 0)
    (4640.290312765932 -418.0428915090258 0)
    (4645.128094985523 -374.6007297706403 0)
    (4651.8596894756365 -331.411481236672 0)
    (4660.472234679827 -288.55766438899764 0)
    (4670.949275249147 -246.12115682514377 0)
    (4683.270793482163 -204.18303882085456 0)
    (4697.413247571283 -162.82343841604643 0)
    (4713.349616582337 -122.12137832012877 0)
    (4731.049452081466 -82.15462492919096 0)
    (4750.478936310677 -42.99953974354639 0)
    (4771.600946800913 -4.730933469492129 0)
    (4794.375127299195 32.57807691593507 0)
    (4818.757964874306 68.8562078641246 0)
    (4844.702873053714 104.03414545106057 0)
    (4872.160280832872 138.04467781027574 0)
    (4901.077727386851 170.8228235495642 0)
    (4931.399962303327 202.3059559060855 0)
    (4963.069051145437 232.43392240266166 0)
    (4996.024486142787 261.14915977663463 0)
    (5030.2033017991525 288.3968039617089 0)
    (5065.540195195958 314.12479491263684 0)
    (5101.967650761706 338.2839760724719 0)
    (5139.416069268949 360.82818829234384 0)
    (5177.813900812356 381.7143580243055 0)
    (5217.087781513791 400.9025796187566 0)
    (5257.162673693205 418.3561915691962 0)
    (5297.962009237556 434.04184655863446 0)
    (5339.407835893795 447.92957517382774 0)
    (5381.420966206433 459.9928431656067 0)
    (5423.921128815123 470.2086021458899 0)
    (5466.827121823162 478.5573336245227 0)
    (5510.05696794392 485.0230863018053 0)
    (5553.528071128734 489.59350654545005 0)
    (5597.157374377028 492.2598619937503 0)
    (5640.861518427142 493.0170582398532 0)
    (5684.557001024668 491.8636485652612 0)
    (5728.160336463993 488.8018367039722 0)
    (5771.588215098216 483.8374726319678 0)
    (5814.757662512694 476.98004139010027 0)
    (5857.586198058073 468.2426449617294 0)
    (5899.991992439928 457.64197723974166 0)
    (5941.894024063907 445.1982921307688 0)
    (5983.212233837653 430.9353648575566 0)
    (6023.867678133756 414.8804465334183 0)
    (6063.782679621461 397.06421209556106 0)
    (6102.880975678967 377.5207016967654 0)
    (6141.087864102735 356.2872556673997 0)
    (6178.33034583543 333.40444317203287 0)
    (6214.537264439787 308.91598469695055 0)
    (6249.639442051909 282.8686685166765 0)
    (6283.569811554277 255.3122612990992 0)
    (6316.263544715888 226.2994130200061 0)
    (6347.658176054728 195.88555636869341 0)
    (6377.693722185924 164.12880083685468 0)
    (6406.312796427532 131.08982169309752 0)
